date,open,close,high,low,volume,MA5,macd_line,signal_line,rsi_14,target
2023-03-27,4023.303,-0.3883610722310137,3987.03,4012.477,0.18125260716144903,-0.3947760321600432,-0.4553704087620874,-0.513839398733991,-0.8049319627352329,0.00011930495913436978
2023-03-28,4015.697,-0.3875184670089318,3994.6,3999.515,-0.43694402641431845,-0.3803102412230929,-0.42751844856768356,-0.5027071744508107,-0.11975628303528389,-0.0014975956705418625
2023-03-29,4013.593,-0.3980966734011511,3992.666,4006.144,-0.4057125706888098,-0.3798499756611226,-0.41012277668770764,-0.49009255212421315,-0.26271293424408115,0.005661118878020677
2023-03-30,4009.557,-0.3581694738672921,3983.896,4038.526,-0.13270618669243503,-0.3793527339063412,-0.3589208458278527,-0.4690843504883854,0.4738401269407827,0.0057086965926511635
2023-03-31,4045.454,-0.3176787820911651,4039.959,4050.926,-0.3195564788421219,-0.3702932145128948,-0.2813452355227258,-0.4357382870850295,0.6493680640270432,0.007719816673425806
2023-04-03,4059.623,-0.2626110199730222,4059.061,4090.568,0.4117558501822157,-0.3450666471588766,-0.17181154574494567,-0.38570831436442005,0.9788685219111335,0.0020073563995353094
2023-04-04,4089.293,-0.2481814055448695,4080.068,4103.105,0.665581124088529,-0.31711440616319925,-0.07244047761544273,-0.32449793516555814,0.9207437713874956,-0.0010540661607475466
2023-04-06,4084.132,-0.25577362968133777,4078.405,4096.64,-0.11914946336983132,-0.2885631508439515,-0.0005630316497684941,-0.26020500640636507,1.4556986120851774,0.007924206719327254
2023-04-07,4096.901,-0.19875734298712947,4092.185,4123.28,-0.49132351240371946,-0.25658367421959455,0.10293445947217335,-0.1867044886763897,1.5072636604499456,0.00023769682907093248
2023-04-10,4132.01,-0.19703351313695366,4099.052,4104.812,-0.08958679492318047,-0.23238117132939262,0.1838297507527182,-0.11065680006784723,2.0094801074822337,-0.0039130797777022774
2023-04-11,4108.506,-0.22541877655583725,4083.495,4100.148,-0.06511500483179747,-0.224920079928128,0.2209390433566344,-0.04190676527393297,1.6563419390910732,-0.001914421938109312
2023-04-12,4102.397,-0.23925154561834835,4090.278,4097.288,0.13872398619579882,-0.22312867142488277,0.23547862828184749,0.016193173659295783,1.3001830304367024,-0.004713448199900494
2023-04-13,4081.387,-0.2732436446191684,4059.574,4068.979,-0.02214773265826565,-0.2266333101951385,0.21532678700944669,0.05837665302014825,0.7322055143332202,0.0022827761433996674
2023-04-14,4078.97,-0.2568584839047673,4075.205,4091.999,-0.11927943159490068,-0.23828891047828651,0.21031438811842926,0.09105476838451457,0.8460240773054076,0.012485679741057965
2023-04-17,4090.072,-0.16703501180329272,4089.509,4149.384,0.5240972952437146,-0.23227094705938728,0.27857745343146373,0.13175128232397548,1.4647569482742238,0.004888436452254119
2023-04-18,4139.309,-0.13142791946014973,4138.462,4162.032,0.21000800937186243,-0.21341555380418784,0.35817491427015413,0.18127906405946392,1.5601917194301782,-0.002463985142222236
2023-04-19,4159.394,-0.14946318206779305,4118.626,4124.559,0.0810951763038482,-0.19540321774512862,0.40092786826432164,0.2300164297523859,1.4912711081686212,-0.008071127669078693
